,C45_Discharge_Pressure (0824108E-525C-4B22-8430-EB4EBB0A2B9E),C45_Discharge_Temperature (80147415-93F2-4D29-B642-A653D8F5EBD1),C23_Speed (CB8678CF-EDA9-4505-830C-D2D32FF28790),C45_Flow (AD38C3BD-3D0D-408F-B73A-5A83C6588EF8),C23_Suction_pressure (EC304387-9C4D-4B73-8AED-1D2E5EB69415),C23_Suction_temperature (2D84AD0C-0CAF-4B07-894F-A54BB4125745),C23_Flow (100DD46E-316B-4BF1-A635-94465A887778),C23_Discharge_Pressure (AA3200B9-D90E-4D67-98F5-2A0762EAC0BE),C45_Suction_pressure (3070B765-83D3-48A1-ACDE-8DC7B3A21874),C45_Speed (265C6391-4097-4FBF-9C99-363308FD433E),C45_Suction_temperature (8977F5CF-E090-4BF6-A997-FD2164B6FCE6),C23_Discharge_Temperature (5BABADFD-318C-426C-B495-254EE3FC1958)
2018-06-01 16:00:00-04:00,12.21744338,125.6190897,10007.10128,206.7073934,2.801038559,34.09279785,194.7476161,11.46116656,2.71297253,10003.33245,34.64734061,125.8574797
2018-06-01 17:00:00-04:00,12.29229342,125.7798079,10006.14979,205.762402,2.755071039,34.2245443,194.2949612,11.33394699,2.710751426,10008.96026,34.59333597,126.0414176
2018-06-01 18:00:00-04:00,12.36714346,125.9405261,10000.73429,204.8174106,2.709302991,34.35629074,193.8423064,11.20587099,2.699239817,10000.40749,34.53933133,126.2253555
2018-06-01 19:00:00-04:00,12.44199351,126.1012444,10002.361,203.8724192,2.663332086,34.48803719,193.8610354,11.07866116,2.687728208,10000.18854,34.49766806,126.4092934
2018-06-01 20:00:00-04:00,12.40987359,125.9042335,10001.72004,202.9274278,2.61736118,34.61978363,193.8797645,10.95145132,2.676216599,10007.13314,34.56460836,126.5932312
2018-06-01 21:00:00-04:00,12.37775366,125.7072227,10009.24448,202.1922034,2.571390275,34.75153007,193.8984935,10.82424148,2.66470499,10004.64937,34.66395347,126.7771691
2018-06-01 22:00:00-04:00,12.34563373,125.5102119,10001.20826,201.4569791,2.52541937,34.88327652,193.9172226,10.69703165,2.65319338,10000.81731,34.76329859,126.961107
2018-06-01 23:00:00-04:00,12.31351381,125.313201,10000.76574,200.7217547,2.582741517,34.8245874,193.9359517,10.84517604,2.641681771,10004.69088,34.8626437,126.802697
2018-06-02 00:00:00-04:00,12.28139387,125.1161902,10006.74888,199.9865304,2.640063664,34.76589829,193.9546807,10.99332043,2.650304289,10003.17594,34.96198882,126.6442869
2018-06-02 01:00:00-04:00,12.24927394,124.9191794,10001.41702,199.251306,2.697385812,34.70720917,194.1517952,11.13842569,2.658728769,10005.40014,35.06133394,126.4858768
2018-06-02 02:00:00-04:00,12.22669446,125.0227953,10003.79111,198.5160817,2.75470796,34.64852006,194.3489096,11.28652968,2.66715325,10006.24349,34.97299134,126.3274668
2018-06-02 03:00:00-04:00,12.20411497,125.1264112,10002.22365,198.4615256,2.812030107,34.58983095,194.546024,11.43463365,2.67557773,10003.64302,34.88464875,126.1690567
2018-06-02 04:00:00-04:00,12.18153548,125.2300271,10002.53675,198.4069695,2.869352254,34.53114183,194.7431385,11.58273764,2.684002211,10008.30777,34.79630616,126.0106466
2018-06-02 05:00:00-04:00,12.15895599,125.3336431,10003.69481,198.3524134,2.824296787,34.52567072,194.9402529,11.47120129,2.692426691,10007.08393,34.70796357,126.013093
2018-06-02 06:00:00-04:00,12.13637651,125.437259,10001.5687,198.2978573,2.779241319,34.5201996,195.1373674,11.35966495,2.680096936,10006.67231,34.61962098,126.0155394
2018-06-02 07:00:00-04:00,12.11379703,125.5408749,10007.2538,198.2433012,2.734185851,34.51472849,195.7630093,11.24812861,2.667767181,10008.29321,34.53127838,126.0179858
2018-06-02 08:00:00-04:00,12.10922967,125.5766493,10006.89764,198.1887451,2.689130383,34.50925738,196.3886513,11.13659227,2.655437425,10009.35203,34.40487635,126.0204322
2018-06-02 09:00:00-04:00,12.10466231,125.6124236,10005.46865,198.4293433,2.644074915,34.50378626,197.0142933,11.02505592,2.64310767,10004.44038,34.27847432,126.0228786
2018-06-02 10:00:00-04:00,12.10009495,125.648198,10006.50868,198.6699415,2.599019448,34.49831515,197.6399353,10.91351959,2.630777915,10004.63602,34.15207229,126.025325
2018-06-02 11:00:00-04:00,12.09552759,125.6839723,10000.45082,198.9105396,2.625690227,34.64419436,198.2655773,10.95561093,2.61844816,10000.91493,34.02567026,126.2358917
2018-06-02 12:00:00-04:00,12.09096023,125.7197467,10003.98986,199.1511378,2.652361007,34.79007358,198.8912192,10.99770229,2.630188006,10003.84331,33.89926823,126.4464584
2018-06-02 13:00:00-04:00,12.08639287,125.7555211,10007.11075,199.3917359,2.679031787,34.9359528,199.3025051,11.03979364,2.641927851,10006.23844,33.7728662,126.6570251
2018-06-02 14:00:00-04:00,12.14012943,125.7292514,10002.40481,199.6323341,2.705702567,35.08183201,199.713791,11.081885,2.653667698,10003.18686,33.85055883,126.8675918
2018-06-02 15:00:00-04:00,12.193866,125.7029817,10005.31451,199.9537192,2.732373346,35.22771123,200.1250769,11.12397635,2.665407544,10001.40787,33.92825146,127.0781585
2018-06-02 16:00:00-04:00,12.24447018,125.6767121,10001.40514,200.2751043,2.759044126,35.37359044,200.5363627,11.1660677,2.67714739,10001.9146,34.00594409,127.2887251
2018-06-02 17:00:00-04:00,12.29819299,125.6504424,10003.86975,200.5964894,2.727725207,35.30723936,200.9476486,11.05792545,2.688887236,10001.44802,34.08363672,127.2144721
2018-06-02 18:00:00-04:00,12.3519158,125.6241727,10008.04914,200.9178744,2.69660481,35.24088827,201.3589345,10.94894632,2.710205299,10007.4911,34.16132935,127.1402191
2018-06-02 19:00:00-04:00,12.40563862,125.5979031,10003.77196,201.2392595,2.665283584,35.17453719,201.5554887,10.84081232,2.731523362,10008.78735,34.23902198,127.0659662
2018-06-02 20:00:00-04:00,12.42875278,125.7044636,10001.17574,201.5606446,2.633962359,35.1081861,201.752043,10.73267832,2.752841425,10004.43172,34.25238686,126.9917132
2018-06-02 21:00:00-04:00,12.45186693,125.8110241,10000.89016,202.3042876,2.602641134,35.04183502,201.9485972,10.62454433,2.77415949,10006.25527,34.26575174,126.9174602
2018-06-02 22:00:00-04:00,12.47498109,125.9175845,10003.79995,203.0479306,2.571319907,34.97548393,202.1451515,10.51641035,2.795477553,10009.10728,34.27911663,126.8432072
2018-06-02 23:00:00-04:00,12.49809524,126.024145,10002.25836,203.7915736,2.619041262,34.84160552,202.3417057,10.68314422,2.816795616,10008.18949,34.29248151,126.6515628
2018-06-03 00:00:00-04:00,12.5212094,126.1307055,10007.44127,204.5352165,2.666762617,34.7077271,202.5382599,10.8498781,2.791314556,10008.21273,34.30584639,126.4599185
2018-06-03 01:00:00-04:00,12.54432356,126.237266,10007.56594,205.2788595,2.714483971,34.57384869,202.3626007,11.01360609,2.765622348,10007.84147,34.31921127,126.2682741
2018-06-03 02:00:00-04:00,12.48316065,126.2430361,10009.02796,206.0225025,2.762205325,34.43997027,202.1869415,11.18029447,2.73993014,10002.12281,34.2593712,126.0766298
2018-06-03 03:00:00-04:00,12.42199775,126.2488062,10000.82406,206.3814426,2.809926679,34.30609185,202.0112822,11.34698286,2.714237933,10004.49407,34.19953113,125.8849855
2018-06-03 04:00:00-04:00,12.36083484,126.2545762,10004.52404,206.7403827,2.857648033,34.17221344,201.835623,11.51367124,2.688545725,10004.74613,34.13969106,125.6933411
2018-06-03 05:00:00-04:00,12.29967194,126.2603463,10009.9494,207.0993228,2.822095186,34.20522272,201.6599637,11.45331763,2.662853517,10005.56091,34.07985099,125.6736368
2018-06-03 06:00:00-04:00,12.23850904,126.2661164,10004.63018,207.4582629,2.78654234,34.238232,201.4843045,11.39296402,2.669711165,10007.26603,34.02001092,125.6539326
2018-06-03 07:00:00-04:00,12.17734613,126.2718865,10009.36029,207.8172029,2.750989494,34.27124128,201.7622107,11.33261041,2.676568812,10002.37587,33.96017085,125.6342283
2018-06-03 08:00:00-04:00,12.27206551,126.1911513,10002.19847,208.176143,2.715436649,34.30425056,202.0401168,11.2722568,2.68342646,10009.38324,34.03837683,125.614524
2018-06-03 09:00:00-04:00,12.60999898,124.9161891,10006.53134,208.2489477,2.679883803,34.33725984,202.318023,11.21190319,2.690284109,10004.21917,34.11658281,125.5948198
2018-06-03 10:00:00-04:00,12.51198942,125.2607532,10003.61731,208.3217523,2.644330956,34.37026912,202.5959291,11.15154959,2.697141756,10002.84036,34.19478878,125.5751155
2018-06-03 11:00:00-04:00,12.41397987,125.6053172,10008.68138,208.3945569,2.678629903,34.46702008,202.8738353,11.22954523,2.703999404,10009.47913,34.27299476,125.7562825
2018-06-03 12:00:00-04:00,12.31597031,125.9498813,10003.87305,208.4673616,2.71292885,34.56377104,203.1517414,11.30754086,2.702371143,10008.57282,34.35120074,125.9374495
2018-06-03 13:00:00-04:00,12.21796075,126.2944453,10007.84932,208.5401662,2.747227797,34.660522,203.4718493,11.38553649,2.700742882,10004.31549,34.42940671,126.1186165
2018-06-03 14:00:00-04:00,12.1199512,126.6390094,10003.91384,208.6129708,2.781526743,34.75727296,203.7919572,11.46353213,2.699114622,10001.65646,34.24598636,126.2997835
2018-06-03 15:00:00-04:00,12.14764748,126.4138034,10007.38339,217.8038947,2.81582569,34.85402392,204.1120651,11.54152776,2.697486361,10003.09358,34.062566,126.4809505
2018-06-03 16:00:00-04:00,12.17222907,126.1885975,10003.67911,217.3783592,2.850124637,34.95077487,204.432173,11.6195234,2.695858101,10001.98656,33.87914565,126.6621175
2018-06-03 17:00:00-04:00,12.19991827,125.9633915,10004.1255,216.9528237,2.849044224,34.88129109,204.7522809,11.57207276,2.69422984,10001.08871,33.6957253,126.4919482
2018-06-03 18:00:00-04:00,12.22760747,125.7381855,10000.75212,216.5272882,2.848173478,34.81180731,205.0723888,11.52374126,2.68375567,10004.85532,33.51230494,126.3217789
2018-06-03 19:00:00-04:00,12.25529666,125.5129795,10005.80816,216.1017527,2.847092985,34.74232353,204.7348434,11.47629424,2.673281499,10004.36248,33.32888459,126.1516096
2018-06-03 20:00:00-04:00,12.28298586,125.2877736,10002.43686,215.6762172,2.846012494,34.67283974,204.397298,11.42884722,2.662807328,10003.58204,33.50504792,125.9814403
2018-06-03 21:00:00-04:00,12.31825319,125.2092749,10002.07621,215.2506818,2.844932002,34.60335596,204.0597526,11.38140022,2.652333159,10008.01937,33.68121126,125.811271
2018-06-03 22:00:00-04:00,12.3535205,125.1307761,10009.09048,214.3706365,2.84385151,34.53387218,203.7222072,11.3339532,2.641858988,10002.0965,33.8573746,125.6411016
2018-06-03 23:00:00-04:00,12.38878781,125.0522774,10003.36349,213.4905913,2.814024403,34.54027167,203.3846618,11.31567587,2.631384817,10007.495,34.03353794,125.7775557
2018-06-04 00:00:00-04:00,12.42405513,124.9737787,10008.0593,212.610546,2.784197296,34.54667116,203.0471165,11.29739855,2.65169028,10006.55651,34.20970127,125.9140097
2018-06-04 01:00:00-04:00,12.45932245,124.8952799,10005.66338,211.7305008,2.754370189,34.55307066,202.8707794,11.27604286,2.671798505,10006.30111,34.38586461,126.0504638
2018-06-04 02:00:00-04:00,12.49458977,124.8167812,10008.18979,210.8504555,2.724543082,34.55947015,202.6944423,11.25777053,2.691906732,10005.4056,34.2945466,126.1869178
2018-06-04 03:00:00-04:00,12.44996245,124.9257847,10005.95976,209.9704103,2.694715975,34.56586964,202.5181053,11.23949819,2.712014958,10008.21001,34.20322858,126.3233719
2018-06-04 04:00:00-04:00,12.40533513,125.0347883,10006.86314,209.2701692,2.664888869,34.57226913,202.3417682,11.22122586,2.732123185,10003.96424,34.11191057,126.4598259
2018-06-04 05:00:00-04:00,12.3607078,125.1437918,10000.45083,208.5699281,2.6869226,34.55233936,202.1654312,11.25484878,2.752231411,10008.29657,34.02059256,126.304456
2018-06-04 06:00:00-04:00,12.31608049,125.2527953,10004.40979,207.869687,2.708956331,34.53240959,201.9890941,11.2884717,2.737416846,10002.08246,33.92927454,126.1490861
2018-06-04 07:00:00-04:00,12.27145317,125.3617988,10003.50899,207.1694459,2.730990063,34.51247982,202.5475312,11.32209462,2.722602281,10000.01071,33.83795653,125.9937162
2018-06-04 08:00:00-04:00,12.22682586,125.4708023,10007.51332,206.4692048,2.753023795,34.49255004,203.1059683,11.35571755,2.707787716,10009.46462,33.720952,125.8383463
2018-06-04 09:00:00-04:00,12.28013049,125.4688506,10007.87286,205.7689637,2.775057527,34.47262027,203.6644053,11.38934047,2.692973151,10003.04077,33.60394746,125.6829764
2018-06-04 10:00:00-04:00,12.33435255,125.4668989,10002.94751,205.3568426,2.797091259,34.4526905,204.2228424,11.42296338,2.678158585,10008.0893,33.48694293,125.5276065
2018-06-04 11:00:00-04:00,12.38857462,125.4649471,10006.22379,204.9447215,2.811595664,34.48226738,204.7812795,11.48855758,2.66334402,10003.10507,33.3699384,125.67872
2018-06-04 12:00:00-04:00,12.44279669,125.4629954,10003.70768,204.5326004,2.826100069,34.51184425,205.3397166,11.55415177,2.673335463,10004.72665,33.25293387,125.8298336
2018-06-04 13:00:00-04:00,12.49701875,125.4610437,10006.31676,204.1204793,2.840604474,34.54142112,205.6671493,11.61974596,2.683326908,10009.95056,33.13592933,125.9809471
2018-06-04 14:00:00-04:00,12.55124081,125.459092,10006.07413,203.7083582,2.855108879,34.570998,205.9945821,11.68534015,2.693318352,10000.18637,33.20856692,126.1320606
2018-06-04 15:00:00-04:00,12.51299232,125.4268473,10002.54277,203.2962371,2.869613284,34.60057487,206.3220148,11.75093433,2.703309795,10006.94321,33.28120451,126.2831741
2018-06-04 16:00:00-04:00,12.47155171,125.3946026,10007.63303,203.3730554,2.884117689,34.63015175,206.6494475,11.81652853,2.71330124,10001.70709,33.35384209,126.4342876
2018-06-04 17:00:00-04:00,12.43331301,125.362358,10004.92263,203.4498737,2.866878157,34.78086088,206.9768803,11.74505891,2.723292684,10008.88338,33.42647968,126.4756941
2018-06-04 18:00:00-04:00,12.39507431,125.3301133,10001.8031,203.5266919,2.849848399,34.93157002,207.304313,11.67269697,2.716970944,10009.00687,33.49911726,126.5171007
2018-06-04 19:00:00-04:00,12.35683559,125.2978687,10008.1282,203.6035102,2.832607598,35.08227915,206.8052683,11.6012328,2.710649204,10000.15184,33.57175485,126.5585072
2018-06-04 20:00:00-04:00,12.31859689,125.265624,10004.67246,203.6803284,2.815366796,35.23298829,206.3062235,11.52976864,2.704327465,10004.11567,33.66511232,126.5999137
2018-06-04 21:00:00-04:00,12.2932558,125.3551801,10002.9541,203.7571467,2.798125995,35.38369742,205.8071788,11.45830448,2.698005724,10005.96561,33.7584698,126.6413202
2018-06-04 22:00:00-04:00,12.2679147,125.4447362,10006.16149,204.1872905,2.780885193,35.53440656,205.308134,11.38684032,2.691683985,10009.86497,33.85182727,126.6827268
2018-06-04 23:00:00-04:00,12.24257362,125.5342922,10002.9911,204.6174343,2.751507009,35.56531157,204.8090893,11.32600264,2.685362246,10004.83765,33.94518475,126.7280695
2018-06-05 00:00:00-04:00,12.21723253,125.6238483,10001.40769,205.0475781,2.722128825,35.59621658,204.3100445,11.26516495,2.703906002,10008.99309,34.03854222,126.7734123
2018-06-05 01:00:00-04:00,12.19189145,125.7134044,10000.5212,205.477722,2.69275064,35.62712159,204.0764197,11.20126848,2.722248492,10002.52027,34.1318997,126.8187551
2018-06-05 02:00:00-04:00,12.16655035,125.8029604,10005.81362,205.9078658,2.663372456,35.6580266,203.8427949,11.1404474,2.740590982,10006.67943,34.14244598,126.8640979
2018-06-05 03:00:00-04:00,12.25596003,125.4469072,10000.14374,206.3380096,2.633994271,35.68893161,203.6091701,11.07962633,2.758933472,10008.49723,34.15299227,126.9094407
2018-06-05 04:00:00-04:00,12.3453697,125.090854,10000.0365,206.7823902,2.604616086,35.71983662,203.3755453,11.01880525,2.777275962,10005.2325,34.16353856,126.9547834
2018-06-05 05:00:00-04:00,12.43477937,124.7348008,10004.75559,207.2267708,2.647374192,35.61473872,203.1419205,11.1196978,2.795618452,10009.38779,34.17408484,126.8887022
2018-06-05 06:00:00-04:00,12.52418904,124.3787476,10002.69315,207.6711514,2.690132298,35.50964082,202.9082956,11.22059035,2.785768773,10004.46187,34.18463113,126.8226209
2018-06-05 07:00:00-04:00,12.61359871,124.0226943,10004.42836,208.115532,2.732890404,35.40454292,203.1098604,11.3214829,2.775919092,10000.29564,34.19517742,126.7565396
2018-06-05 08:00:00-04:00,12.70300839,123.6666411,10003.73564,208.5599126,2.77564851,35.29944503,203.3114251,11.42237545,2.766069412,10001.95058,34.30571848,126.6904584
2018-06-05 09:00:00-04:00,12.61265724,123.9682663,10004.27225,209.0042933,2.818406616,35.19434713,203.5129898,11.523268,2.756219732,10008.68063,34.41625954,126.6243771
2018-06-05 10:00:00-04:00,12.52325933,124.2698915,10005.17576,209.2029625,2.861164723,35.08924923,203.7145546,11.62416054,2.746370052,10006.26949,34.52680061,126.5582958
2018-06-05 11:00:00-04:00,12.43386141,124.5715167,10009.93731,209.4016318,2.845655102,35.11506791,203.9161193,11.59062206,2.736520372,10001.55458,34.63734167,126.5922774
2018-06-05 12:00:00-04:00,12.3444635,124.8731419,10003.67696,209.600301,2.830145483,35.1408866,204.117684,11.55708359,2.734811634,10009.10473,34.74788273,126.6262589
2018-06-05 13:00:00-04:00,12.25506557,125.1747671,10003.90776,209.7989703,2.814635863,35.16670528,204.4525033,11.52354511,2.733102895,10008.32249,34.8584238,126.6602404
2018-06-05 14:00:00-04:00,12.16566765,125.4763922,10001.86434,209.9976396,2.799126243,35.19252396,204.7873226,11.49000662,2.731394157,10005.50474,34.7545866,126.6942219
2018-06-05 15:00:00-04:00,12.20873,125.4903868,10008.19815,210.1963088,2.783616623,35.21834264,205.1221419,11.45646814,2.729685419,10003.76904,34.6507494,126.7282035
2018-06-05 16:00:00-04:00,12.24865649,125.5043813,10008.60597,209.7683908,2.768107003,35.24416133,205.4569612,11.42292965,2.72797668,10005.70089,34.5469122,126.762185
2018-06-05 17:00:00-04:00,12.29170782,125.5183759,10000.58025,209.3404727,2.787693278,35.14598941,205.7917805,11.44598873,2.726267943,10009.37707,34.44307501,126.7750677
2018-06-05 18:00:00-04:00,12.33475914,125.5323704,10007.58199,208.9125546,2.807486195,35.04781749,206.1265998,11.46817105,2.722765736,10003.40023,34.33923781,126.7879503
2018-06-05 19:00:00-04:00,12.37781046,125.546365,10003.2955,208.4846365,2.827073912,34.94964558,206.3413473,11.49122837,2.719263529,10008.02237,34.23540061,126.800833
2018-06-05 20:00:00-04:00,12.42086179,125.5603595,10003.55899,208.0567185,2.846661629,34.85147366,206.5560947,11.51428568,2.715761323,10008.40038,34.16505345,126.8137157
2018-06-05 21:00:00-04:00,12.3845949,125.3733243,10004.94335,207.6288004,2.866249346,34.75330175,206.7708421,11.53734298,2.712259116,10003.66803,34.09470628,126.8265984
2018-06-05 22:00:00-04:00,12.34832803,125.186289,10009.17448,207.4152203,2.885837064,34.65512983,206.9855896,11.56040029,2.708756909,10001.38213,34.02435911,126.839481
2018-06-05 23:00:00-04:00,12.31206114,124.9992537,10009.83495,207.2016403,2.859559506,34.78050156,207.200337,11.51858283,2.705254702,10004.4449,33.95401195,126.8717361
2018-06-06 00:00:00-04:00,12.27579426,124.8122185,10006.05566,206.9880602,2.833281949,34.9058733,207.4150844,11.47676537,2.700924015,10001.82654,33.88366478,126.9039912
2018-06-06 01:00:00-04:00,12.23952738,124.6251832,10008.75561,206.7744802,2.807004392,35.03124503,207.659313,11.43182531,2.696390585,10009.82723,33.81331761,126.9362463
2018-06-06 02:00:00-04:00,12.2032605,124.438148,10003.7917,206.5609001,2.780726835,35.15661676,207.9035416,11.39001927,2.691857155,10001.32594,33.90126254,126.9685014
2018-06-06 03:00:00-04:00,12.18203551,124.5313353,10004.88142,206.3473201,2.754449278,35.2819885,208.1477701,11.34821322,2.687323725,10009.34003,33.98920746,127.0007565
2018-06-06 04:00:00-04:00,12.16081054,124.6245227,10003.4249,206.3938665,2.728171721,35.40736023,208.3919987,11.30640718,2.682790295,10003.95981,34.07715239,127.0330115
2018-06-06 05:00:00-04:00,12.13958556,124.71771,10000.97388,206.440413,2.754744597,35.37859906,208.6362273,11.32568629,2.678256865,10004.50645,34.16509732,126.8883429
2018-06-06 06:00:00-04:00,12.11836057,124.8108973,10004.36767,206.4869594,2.781317473,35.3498379,208.8804558,11.34496539,2.696972722,10002.30236,34.25304224,126.7436742
2018-06-06 07:00:00-04:00,12.09713559,124.9040847,10004.03878,206.5335059,2.80789035,35.32107674,208.8747759,11.36424451,2.715688579,10000.64668,34.34098717,126.5990056
2018-06-06 08:00:00-04:00,12.07591061,124.997272,10003.06019,206.5800523,2.834463226,35.29231557,208.869096,11.38352362,2.734404437,10008.94915,34.34848711,126.4543369
2018-06-06 09:00:00-04:00,12.13552974,125.0352794,10000.98903,206.6265988,2.861036102,35.26355441,208.8634162,11.40280274,2.753120295,10000.10599,34.35598706,126.3096683
2018-06-06 10:00:00-04:00,12.19605511,125.0732868,10002.94922,206.9581295,2.887608979,35.23479324,208.8577363,11.42208185,2.771836152,10009.35301,34.363487,126.1649996
2018-06-06 11:00:00-04:00,12.25658048,125.1112942,10004.30363,207.2896603,2.867756935,35.13687836,208.8520564,11.42658082,2.79055201,10006.36858,34.37098695,126.2282386
2018-06-06 12:00:00-04:00,12.31710584,125.1493015,10007.20903,207.6211911,2.847904892,35.03896348,208.8463765,11.4310798,2.802466109,10003.4833,34.3784869,126.2914776
2018-06-06 13:00:00-04:00,12.37763121,125.1873089,10009.032,207.9527218,2.828052848,34.9410486,209.1144018,11.43557877,2.814380208,10002.59865,34.38598684,126.3547165
2018-06-06 14:00:00-04:00,12.43815659,125.2253163,10005.06239,208.2842526,2.808200805,34.84313372,209.3824271,11.44007774,2.826294307,10002.16339,34.1161281,126.4179555
2018-06-06 15:00:00-04:00,12.38804485,125.153645,10008.40722,208.6157833,2.788348761,34.74521883,209.6504524,11.44457672,2.838208405,10005.8062,33.84626936,126.4811945
2018-06-06 16:00:00-04:00,12.33477439,125.0819736,10000.50028,208.7056837,2.768496718,34.64730395,209.9184777,11.4490757,2.850122504,10004.31191,33.57641061,126.5444335
2018-06-06 17:00:00-04:00,12.28467549,125.0103023,10001.36372,208.7955841,2.795128559,34.58600143,210.186503,11.45084115,2.862036603,10003.94693,33.30655187,126.4499074
2018-06-06 18:00:00-04:00,12.23457658,124.938631,10003.72542,208.8854845,2.821968091,34.5246989,210.4545283,11.45173104,2.81347783,10000.87856,33.03669312,126.3553814
2018-06-06 19:00:00-04:00,12.18447767,124.8669596,10006.64731,208.9753848,2.848601892,34.46339638,210.6989364,11.45349636,2.764919056,10006.53579,32.76683438,126.2608553
2018-06-06 20:00:00-04:00,12.13437876,124.7952883,10008.42578,209.0652852,2.875235694,34.40209386,210.9433444,11.45526167,2.716360283,10003.72685,33.08005183,126.1663293
2018-06-06 21:00:00-04:00,12.13555249,124.8613715,10000.41803,209.1551856,2.901869495,34.34079133,211.1877525,11.45702698,2.667801509,10007.29388,33.39326928,126.0718032
2018-06-06 22:00:00-04:00,12.13672623,124.9274546,10004.91967,209.5534438,2.928503296,34.27948881,211.4321606,11.45879231,2.619242736,10002.33754,33.70648673,125.9772772
2018-06-06 23:00:00-04:00,12.13789996,124.9935378,10006.05994,209.9517019,2.928570204,34.12647085,211.6765686,11.50674265,2.570683962,10008.41768,34.01970418,125.8423269
2018-06-07 00:00:00-04:00,12.1390737,125.0596209,10007.38768,210.3499601,2.928637111,33.9734529,211.9209767,11.55469299,2.578487531,10005.61541,34.33292163,125.7073766
2018-06-07 01:00:00-04:00,12.14024744,125.1257041,10009.23145,210.7482182,2.928704019,33.82043495,211.6458155,11.59947407,2.586098457,10005.7734,34.64613908,125.5724263
2018-06-07 02:00:00-04:00,12.14142117,125.1917872,10002.79193,211.1464764,2.928770927,33.66741699,211.3706543,11.64741131,2.593709382,10000.28981,34.3303287,125.437476
