,ID,Path,Asset,Name,Description,Type,Value Unit Of Measure,Datasource Name,Archived,Source Value Unit Of Measure,Datasource ID,Asset Group Member,Scoped To,Tree Type,Metadata Properties,Enabled,Key Unit Of Measure,Cache ID,Datasource Class,Cache Enabled,Data ID,Formula,Unsearchable,parameterToColumn,columnType,Formula Parameters,Maximum Interpolation,Interpolation Method,Maximum Duration,manuallyAdded,UIConfig,originalMapping,Created By
10,27B41CA4-7A5C-42B1-8317-A207A7D97F11,SPC Monitoring,Line 2,Key Process Metric,,CalculatedSignal,mil,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-39E3-EEF0-8355-EECCC12D05CE,Seeq Calculations,True,27B41CA4-7A5C-42B1-8317-A207A7D97F11,$signal,False,,,['signal=FBD17921-FA64-4CD5-95DF-04BF2D141895'],2.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,"{""type"":""formula"",""advancedParametersCollapsed"":true,""configVersion"":11,""helpShown"":true,""scopedTo"":""7735F90F-45B4-48BD-A807-924C1182A92D""}",FBD17921-FA64-4CD5-95DF-04BF2D141895,
11,2EA7550F-BEBA-4096-AD7E-14301053CB37,SPC Monitoring,Line 3,Nelson Run Rule 4,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41482-F832-EA40-94BB-AD2C21C7F9B5,Seeq Calculations,True,2EA7550F-BEBA-4096-AD7E-14301053CB37,$inputsignal.Nelson_RunRule4(40h),False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""3960EC92-96F6-472D-9FAD-A55C95E3BBDA""}]",Calculation,['inputsignal=3960EC92-96F6-472D-9FAD-A55C95E3BBDA'],,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
12,304DB2D8-6F57-43ED-ADEA-23E306DB3DDB,SPC Monitoring,Line 1,Process Condition,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,Grade+Code=string,True,ns,0EE41486-3724-ECF0-94D7-48CA149E0454,Seeq Calculations,True,304DB2D8-6F57-43ED-ADEA-23E306DB3DDB,$signal,False,,,['signal=26972369-77F2-4345-A664-CBE0E7EA4E4D'],,,,6C169E5E-E062-4064-A3ED-69350BB49A26,,26972369-77F2-4345-A664-CBE0E7EA4E4D,
13,32F70EB0-1E87-42CC-A434-C51691F48688,SPC Monitoring,Line 2,Nelson Run Rule Deviations,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,Run+Rule=string,True,ns,0EE41486-3B7B-EA60-A5E0-D6AA3C2B7F4B,Seeq Calculations,True,32F70EB0-1E87-42CC-A434-C51691F48688,"combinewith(
$nrr1.setProperty('Run Rule', 'Run Rule 1'),
$nrr2.setProperty('Run Rule', 'Run Rule 2'),
$nrr3.setProperty('Run Rule', 'Run Rule 3'),
$nrr4.setProperty('Run Rule', 'Run Rule 4'),
$nrr5.setProperty('Run Rule', 'Run Rule 5'),
$nrr6.setProperty('Run Rule', 'Run Rule 6'),
$nrr7.setProperty('Run Rule', 'Run Rule 7'),
$nrr8.setProperty('Run Rule', 'Run Rule 8'))
",False,"[{""parameterName"":""nrr2"",""columnName"":""Nelson Run Rule 2"",""id"":""7CB561CD-F6E5-480E-AA8A-069F0E9218F0""},{""parameterName"":""nrr1"",""columnName"":""Nelson Run Rule 1"",""id"":""39D42220-2059-4639-B1DD-8613F4D9EBCD""},{""parameterName"":""nrr7"",""columnName"":""Nelson Run Rule 7"",""id"":""41A1496F-6FE4-4790-B20C-CFFE804AB847""},{""parameterName"":""nrr4"",""columnName"":""Nelson Run Rule 4"",""id"":""2780655F-A012-40E9-AADB-866DEB5C69A8""},{""parameterName"":""nrr6"",""columnName"":""Nelson Run Rule 6"",""id"":""7821E70A-DCD0-4690-825A-F01600DFDD27""},{""parameterName"":""nrr5"",""columnName"":""Nelson Run Rule 5"",""id"":""47E48CE0-17F1-42BF-8F79-B765FF1BB222""},{""parameterName"":""nrr3"",""columnName"":""Nelson Run Rule 3"",""id"":""F262A73D-D850-428A-A6F3-1E4474B889BF""},{""parameterName"":""nrr8"",""columnName"":""Nelson Run Rule 8"",""id"":""9C90CF5A-9CA5-4654-BFD2-B84B4C6BBE97""}]",Calculation,"['nrr2=7CB561CD-F6E5-480E-AA8A-069F0E9218F0', 'nrr1=39D42220-2059-4639-B1DD-8613F4D9EBCD', 'nrr7=41A1496F-6FE4-4790-B20C-CFFE804AB847', 'nrr4=2780655F-A012-40E9-AADB-866DEB5C69A8', 'nrr6=7821E70A-DCD0-4690-825A-F01600DFDD27', 'nrr5=47E48CE0-17F1-42BF-8F79-B765FF1BB222', 'nrr3=F262A73D-D850-428A-A6F3-1E4474B889BF', 'nrr8=9C90CF5A-9CA5-4654-BFD2-B84B4C6BBE97']",,,,6C169E5E-E062-4064-A3ED-69350BB49A26,"{""type"":""formula"",""advancedParametersCollapsed"":true,""configVersion"":11,""helpShown"":true,""scopedTo"":""7735F90F-45B4-48BD-A807-924C1182A92D""}",,
14,3960EC92-96F6-472D-9FAD-A55C95E3BBDA,SPC Monitoring,Line 3,Key Process Metric,,CalculatedSignal,Pa·s,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41482-F776-EA70-8165-929BF77F2108,Seeq Calculations,True,3960EC92-96F6-472D-9FAD-A55C95E3BBDA,$signal,False,,,['signal=880BA9F4-51FD-4873-AB9F-59DBA03F13CE'],7.0,Linear,,6C169E5E-E062-4064-A3ED-69350BB49A26,,,
15,39D42220-2059-4639-B1DD-8613F4D9EBCD,SPC Monitoring,Line 2,Nelson Run Rule 1,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3AB1-6030-91BC-09047C0CC9A3,Seeq Calculations,True,39D42220-2059-4639-B1DD-8613F4D9EBCD,"$inputsignal.Nelson_RunRule1($minus3sd, $plus3sd)",False,"[{""parameterName"":""plus3sd"",""columnName"":""+3 Sigma"",""id"":""0A82181F-1E6F-4669-93BE-8DEA97B51356""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""},{""parameterName"":""minus3sd"",""columnName"":""-3 Sigma"",""id"":""F8DFDBFE-4BA7-4D96-A04C-13F593ED88F4""}]",Calculation,"['plus3sd=0A82181F-1E6F-4669-93BE-8DEA97B51356', 'inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11', 'minus3sd=F8DFDBFE-4BA7-4D96-A04C-13F593ED88F4']",,,,,,,
16,41A1496F-6FE4-4790-B20C-CFFE804AB847,SPC Monitoring,Line 2,Nelson Run Rule 7,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3B4D-6430-AF65-0CDED9028A97,Seeq Calculations,True,41A1496F-6FE4-4790-B20C-CFFE804AB847,"$inputsignal.Nelson_RunRule7($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""},{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""272C2AF8-6519-4DCA-8B32-7ED6680C97E8""},{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""A42FD338-D716-41FB-AC9C-AF7D6C3953F8""}]",Calculation,"['inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11', 'plus1sd=272C2AF8-6519-4DCA-8B32-7ED6680C97E8', 'minus1sd=A42FD338-D716-41FB-AC9C-AF7D6C3953F8']",,,,,,,
17,451AB466-0158-42C7-A3FC-4C318238EAEC,SPC Monitoring,Line 1,Nelson Run Rule 8,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3971-7300-BB0E-25737783DADC,Seeq Calculations,True,451AB466-0158-42C7-A3FC-4C318238EAEC,"$inputsignal.Nelson_RunRule8($minus1sd, $plus1sd, 40h)",False,"[{""parameterName"":""plus1sd"",""columnName"":""+1 Sigma"",""id"":""A95A3384-D7A6-4074-8AE5-86D225D052F2""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""CB693962-B626-418C-B59D-699A31C4B3D3""},{""parameterName"":""minus1sd"",""columnName"":""-1 Sigma"",""id"":""499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5""}]",Calculation,"['plus1sd=A95A3384-D7A6-4074-8AE5-86D225D052F2', 'inputsignal=CB693962-B626-418C-B59D-699A31C4B3D3', 'minus1sd=499DB2FA-5F27-4E2A-9C76-C2C3C205B9F5']",,,,,,,
18,472F4551-7F6B-438C-94E3-96ED3F7944C1,SPC Monitoring,Line 2,+2 Sigma,,CalculatedSignal,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3AB1-6030-90AD-8A5EDE1C3E43,Seeq Calculations,True,472F4551-7F6B-438C-94E3-96ED3F7944C1,$Mean + 2*$StandardDeviation,False,"[{""parameterName"":""Mean"",""columnName"":""PV Mean"",""id"":""0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF""},{""parameterName"":""StandardDeviation"",""columnName"":""PV Standard Deviation"",""id"":""9BCDA675-235D-4F09-895E-D0100F0290CA""}]",Calculation,"['Mean=0BAB7BD4-8767-4C4E-8F11-C20EE1C57EBF', 'StandardDeviation=9BCDA675-235D-4F09-895E-D0100F0290CA']",24.0,Linear,,,,,
19,47E48CE0-17F1-42BF-8F79-B765FF1BB222,SPC Monitoring,Line 2,Nelson Run Rule 5,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,True,7735F90F-45B4-48BD-A807-924C1182A92D,Seeq Workbench,,True,ns,0EE41486-3AD8-7130-8B8A-17C4D8172F48,Seeq Calculations,True,47E48CE0-17F1-42BF-8F79-B765FF1BB222,"$inputsignal.Nelson_RunRule5($minus2sd, $plus2sd, 40h)",False,"[{""parameterName"":""minus2sd"",""columnName"":""-2 Sigma"",""id"":""F6117544-DB79-4319-B6F4-193C8DAF08C3""},{""parameterName"":""plus2sd"",""columnName"":""+2 Sigma"",""id"":""472F4551-7F6B-438C-94E3-96ED3F7944C1""},{""parameterName"":""inputsignal"",""columnName"":""Key Process Metric"",""id"":""27B41CA4-7A5C-42B1-8317-A207A7D97F11""}]",Calculation,"['minus2sd=F6117544-DB79-4319-B6F4-193C8DAF08C3', 'plus2sd=472F4551-7F6B-438C-94E3-96ED3F7944C1', 'inputsignal=27B41CA4-7A5C-42B1-8317-A207A7D97F11']",,,,,,,
