,ID,Path,Asset,Name,Description,Type,Value Unit Of Measure,Datasource Name,Archived,Source Value Unit Of Measure,Datasource ID,Template,Maximum Interpolation,Sync Token,Enabled,Key Unit Of Measure,Cache ID,Datasource Class,Cache Enabled,Data ID,Interpolation Method,Formula,Unsearchable,Formula Parameters
10,4F23E23E-CEBA-4A6E-BE1F-3CEF7DF6FD61,Sample Assets >> Control Loops,PIC002,PV,,CalculatedSignal,psi,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,6135CECF-8B70-47DB-8134-D307A95CE2E1,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC002 >> PV,Linear,$signal,False,['signal=B2255A8B-8D09-479A-934B-B3D31CF19461']
11,5919D9FB-01A7-4C6F-83E8-F858252AB163,Sample Assets >> Control Loops,FIC008,MODE,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,E2266237-AC9B-4F47-8F45-7DCCCACC3366,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC008 >> MODE,Step,$signal,False,['signal=911DB1B4-335F-4A89-B694-723E0D0FD92A']
12,64259CDC-79DF-478A-8028-C85F667325B1,Sample Assets >> Control Loops,TIC012,SP,,CalculatedSignal,°F,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,23DCE14A-7451-4495-9D40-E2447BA9EEB6,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC012 >> SP,Linear,$signal,False,['signal=8CD59480-5E4D-49BD-BFC6-058DF7E2BCFB']
13,77F92F76-E9FA-497C-81C2-335701086489,Sample Assets >> Control Loops,PIC002,SP,,CalculatedSignal,psi,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,B712C033-9B8F-46B5-B16F-5C271AC3E3CE,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC002 >> SP,Linear,$signal,False,['signal=94C427BE-763B-42D0-AD61-99ED0F77D1AA']
14,792D016F-6D58-43E9-962C-2B82E0F0AD9A,Sample Assets >> Control Loops,PIC002,MODE,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,6D70D7C7-23D2-44C0-9380-7255E53CCAFE,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC002 >> MODE,Step,$signal,False,['signal=2D402F04-9434-4840-9861-E24E87BD4F03']
15,7C5E43E1-7AED-4F63-9B72-B82A6FFDDD3A,Sample Assets >> Control Loops,TIC002,CO,,CalculatedSignal,%,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,CAA1AF57-E355-4977-BB09-40A57613D7E5,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC002 >> CO,Linear,$signal,False,['signal=B1C323E0-CE16-4C80-97D1-E24A19731B60']
16,7CFDA1C8-6229-4CEF-AB59-7373B7460078,Sample Assets >> Control Loops,FIC008,SP,,CalculatedSignal,lb/h,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,B752561D-7202-490D-88C1-09AC25A4A577,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC008 >> SP,Linear,$signal,False,['signal=1936282C-7219-4E85-9747-5C0648FA1173']
17,84787F07-05F1-4194-A76F-81598A44C478,Sample Assets >> Control Loops,FIC008,CO,,CalculatedSignal,%,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,7F4BE3D3-60AF-4E62-A058-206B32FEE52F,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC008 >> CO,Linear,$signal,False,['signal=EC0E67EB-2D4A-4CA7-B81E-34D4FEE8A982']
18,878EC71F-DA2C-4F69-BE7F-73394B1F57AE,Sample Assets >> Control Loops,FIC020,CO,,CalculatedSignal,%,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,52C51812-4C4C-4F0B-8828-3F184B7C0190,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC020 >> CO,Linear,$signal,False,['signal=CE0FB704-B0BE-4510-A27A-D4B93D3B5162']
19,937FB7B9-0E57-4B92-A746-A1960683E148,Sample Assets >> Control Loops,PIC001,MODE,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,A02EF713-68E0-48B2-BC3B-02AD7582B02E,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC001 >> MODE,Step,$signal,False,['signal=5364102A-5CE2-4740-822E-A4B9E0C81952']
20,97D3D546-39BE-44F4-BA83-CE1EA0910DAC,Sample Assets >> Control Loops,TIC002,PV,,CalculatedSignal,°F,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,ED065C33-2C8C-4FC7-B7CA-337D175CD755,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC002 >> PV,Linear,$signal,False,['signal=CBDD0B9B-79FE-4F72-B668-44EB19A27F10']
21,9B4BBB2E-0C88-4822-837C-7D91FEE768C8,Sample Assets >> Control Loops,TIC012,PV,,CalculatedSignal,°F,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,D9A409FA-FCC6-4264-B1DC-5653F3A3F190,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC012 >> PV,Linear,$signal,False,['signal=1E7AE793-B892-42AD-9F66-5B29ECF82E57']
22,9F38F290-132B-4B9A-9DC0-2BD80B2BE887,Sample Assets >> Control Loops,TIC002,TIC002,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops >> TIC002,,,False,
23,A19D66C9-D8E6-4DB9-BD0A-52D84B663AA0,Sample Assets >> Control Loops,TIC001,SP,,CalculatedSignal,°F,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,1F2FF2A6-4785-4A7A-B4F6-2DF2C2BDB778,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC001 >> SP,Linear,$signal,False,['signal=29D14480-7572-4A6D-B2BA-897409153323']
24,ADD94858-A59D-4E18-998D-BED5B5E3458E,Sample Assets >> Control Loops,PIC001,SP,,CalculatedSignal,psi,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,4960D36B-E644-4610-B6D7-4E026FC7AB73,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC001 >> SP,Linear,$signal,False,['signal=88EF133D-CDAE-48E8-8F17-9A20CBB4F47E']
25,BACC2F5E-EBB5-4082-9E5E-B69D5B2CC04C,Sample Assets >> Control Loops,TIC012,TIC012,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops >> TIC012,,,False,
26,BB501E66-02AD-4EA7-AE24-CEBD8286DDBB,Sample Assets >> Control Loops,FIC020,PV,,CalculatedSignal,lb/h,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,664957D0-6DAC-4E30-8043-E62B47E4F2E3,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC020 >> PV,Linear,$signal,False,['signal=1CE2AED5-849E-4DEB-82B9-2779DC207D0D']
27,C299D1EB-30C0-490F-AEEA-E24D6107D25A,Sample Assets >> Control Loops,PIC001,PV,,CalculatedSignal,psi,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,32A5DAF0-5C57-4AB3-92DB-418DF1C8BA23,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> PIC001 >> PV,Linear,$signal,False,['signal=A9376470-7C9F-4CF4-8B8B-82DE4C8A9360']
28,C4E22F1B-D929-46DD-85B5-CBA9E3EF8CED,Sample Assets >> Control Loops,PIC001,PIC001,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops >> PIC001,,,False,
29,D7D1B3AA-5C2C-4892-950D-5F48377C0ABF,Sample Assets >> Control Loops,FIC020,MODE,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,A9705617-D395-4827-B8C7-3909B8504058,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC020 >> MODE,Step,$signal,False,['signal=2770B0E5-4B71-480D-8B0C-623D291FB0E2']
30,ED55055C-82BC-4FF6-8AD6-0150F2BD9520,Sample Assets >> Control Loops,PIC002,PIC002,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops >> PIC002,,,False,
31,F87C9BB3-8716-4969-A0E2-237E68AF637D,Sample Assets >> Control Loops,TIC001,CO,,CalculatedSignal,%,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,20615F84-5A45-4A97-8944-6F5F4075306B,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC001 >> CO,Linear,$signal,False,['signal=8B1C2D3F-997F-486A-A3D4-EACB67FD02BC']
32,FB6CCA68-95AF-4D3D-BBFB-AF4C3B4D43F1,Sample Assets >> Control Loops,TIC001,TIC001,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops >> TIC001,,,False,
33,FC557DCE-9B7B-4C6E-B33B-FA958DD881DE,Sample Assets >> Control Loops,TIC001,MODE,,CalculatedSignal,string,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,F56E3456-AEEA-4169-BFCB-088F132C7489,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> TIC001 >> MODE,Step,$signal,False,['signal=B3FAFF02-F30D-4880-88D8-8AD58ECC06C9']
34,FC9F7924-9DF0-4994-9956-AF1F088F7D84,Sample Assets >> Control Loops,FIC008,PV,,CalculatedSignal,lb/h,Seeq Data Lab,False,,Seeq Data Lab,Sample Assets,40.0,2023-09-14T16:59:36.953891,True,ns,09E21D34-F030-4072-9AE1-F57775457468,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Signal} Sample Assets >> Control Loops >> FIC008 >> PV,Linear,$signal,False,['signal=374DEA82-51D3-48BB-AF8A-BC9AF9A01803']
0,A0DCF3B4-E6B3-47C5-BCBF-DF1E98353C69,Sample Assets,Control Loops,Control Loops,,Asset,,Seeq Data Lab,False,,Seeq Data Lab,,,2023-09-14T16:59:36.953891,True,,,Seeq Data Lab,False,[00000000-0000-0000-0000-000000000000] {Asset} Sample Assets >> Control Loops,,,False,
